  2
  6
 34 17 10 10 14 15
 13 41 10 10 12 14
  9 15 44 12  9 11
  7 15  8 53  9  8
  9  8  7  7 66  3
  5  6  5  5  5 74
 39 22 18 10  9  2
 22 43 14 11  6  4
 15 16 52  8  4  5
 16  6 12 58  6  2
 12 10  8  7 62  1
 13  6  5  3  2 71
